record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type,date
13918,1,24,1988,3,PE,F,20,22,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1988-01-24
13934,1,24,1988,3,PE,M,22,22,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1988-01-24
14124,2,22,1988,3,PE,M,21,21,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1988-02-22
14141,2,22,1988,3,PE,F,21,21,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1988-02-22
14410,4,19,1988,3,PE,F,21,30,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1988-04-19
14413,4,19,1988,3,PE,M,20,23,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1988-04-19
14439,4,19,1988,3,PE,M,21,27,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1988-04-19
14596,6,12,1988,3,PE,F,21,25,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1988-06-12
14933,9,12,1988,3,PE,F,21,26,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1988-09-12
15025,10,9,1988,3,PE,M,21,23,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1988-10-09
15407,1,11,1989,3,PE,F,21,25,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1989-01-11
15606,2,5,1989,3,PE,M,21,23,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1989-02-05
15619,2,5,1989,3,PE,F,21,26,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1989-02-05
15809,3,14,1989,3,PE,F,21,28,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1989-03-14
15814,3,14,1989,3,PE,M,21,25,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1989-03-14
15842,4,1,1989,3,PE,F,22,26,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1989-04-01
16063,5,11,1989,3,PE,F,22,32,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1989-05-11
17187,2,25,1990,3,PE,M,21,21,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1990-02-25
17349,3,30,1990,3,PE,M,20,17,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1990-03-30
19071,9,10,1991,3,PE,M,21,23,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1991-09-10
19262,11,14,1991,3,PE,M,19,24,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1991-11-14
19475,12,8,1991,3,PE,F,20,22,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1991-12-08
19594,1,9,1992,3,PE,F,17,20,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1992-01-09
19679,2,7,1992,3,PE,F,18,20,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1992-02-07
19692,2,7,1992,3,PE,M,20,23,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1992-02-07
19797,3,7,1992,3,PE,F,20,21,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1992-03-07
23267,1,28,1996,3,PE,M,20,19,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1996-01-28
23412,2,25,1996,3,PE,F,19,18,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1996-02-25
23419,2,25,1996,3,PE,M,21,21,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1996-02-25
23604,3,24,1996,3,PE,M,21,20,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1996-03-24
23735,4,15,1996,3,PE,F,20,19,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1996-04-15
23773,4,15,1996,3,PE,M,21,19,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1996-04-15
24126,6,14,1996,3,PE,F,20,23,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1996-06-14
24721,11,17,1996,3,PE,M,19,23,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1996-11-17
25306,3,16,1997,3,PE,M,21,25,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1997-03-16
25314,3,16,1997,3,PE,F,21,20,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1997-03-16
25599,4,13,1997,3,PE,F,20,23,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,1997-04-13
31560,11,26,2000,3,PE,M,21,20,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,2000-11-26
31564,11,26,2000,3,PE,M,20,23,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,2000-11-26
32895,10,14,2001,3,PE,F,21,22,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,2001-10-14
33121,11,18,2001,3,PE,F,22,24,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,2001-11-18
33428,2,9,2002,3,PE,F,21,24,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,2002-02-09
35490,12,31,2002,3,PE,F,19,19,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,2002-12-31
2461,2,25,1980,3,DS,M,52,147,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,1980-02-25
2463,2,25,1980,3,DS,M,52,155,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,1980-02-25
2464,2,25,1980,3,DS,M,50,129,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,1980-02-25
3011,5,25,1980,3,DS,F,46,115,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,1980-05-25
3012,5,25,1980,3,DS,F,46,78,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,1980-05-25
3015,5,25,1980,3,DS,M,50,123,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,1980-05-25
3016,5,25,1980,3,DS,F,52,125,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,1980-05-25
3017,5,25,1980,3,DS,M,51,91,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,1980-05-25
3742,1,12,1981,3,DS,F,51,136,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,1981-01-12
3743,1,12,1981,3,DS,M,48,121,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,1981-01-12
3952,3,9,1981,3,DS,M,51,151,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,1981-03-09
3964,3,9,1981,3,DS,F,50,124,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,1981-03-09
3970,3,9,1981,3,DS,F,54,128,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,1981-03-09
217,9,13,1977,3,PP,F,19,15,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1977-09-13
1257,9,4,1978,3,PP,F,21,13,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1978-09-04
6434,8,16,1982,3,PP,M,21,12,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1982-08-16
6443,8,16,1982,3,PP,F,21,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1982-08-16
6524,9,18,1982,3,PP,M,21,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1982-09-18
8135,7,17,1983,3,PP,F,22,13,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1983-07-17
8216,8,16,1983,3,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1983-08-16
8350,9,11,1983,3,PP,F,22,13,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1983-09-11
8645,11,13,1983,3,PP,F,22,13,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1983-11-13
9024,4,10,1984,3,PP,F,23,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1984-04-10
9245,5,28,1984,3,PP,M,21,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1984-05-28
9249,5,28,1984,3,PP,F,22,23,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1984-05-28
9278,5,28,1984,3,PP,M,23,20,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1984-05-28
9327,7,4,1984,3,PP,M,23,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1984-07-04
9357,7,4,1984,3,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1984-07-04
9443,8,1,1984,3,PP,F,23,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1984-08-01
10259,4,21,1985,3,PP,M,23,21,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-04-21
10315,4,21,1985,3,PP,F,22,12,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-04-21
10412,5,24,1985,3,PP,M,21,12,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-05-24
10433,5,24,1985,3,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-05-24
10495,6,16,1985,3,PP,M,18,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-06-16
10510,6,16,1985,3,PP,F,22,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-06-16
10512,6,16,1985,3,PP,M,22,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-06-16
10580,7,24,1985,3,PP,F,20,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-07-24
10591,7,24,1985,3,PP,F,21,15,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-07-24
10616,7,24,1985,3,PP,M,20,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-07-24
10681,8,20,1985,3,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-08-20
10712,8,20,1985,3,PP,M,25,28,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-08-20
10726,8,20,1985,3,PP,M,20,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-08-20
10828,9,22,1985,3,PP,F,22,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-09-22
11016,11,17,1985,3,PP,F,21,12,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-11-17
11204,12,8,1985,3,PP,F,22,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1985-12-08
11423,4,13,1986,3,PP,F,22,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-04-13
11433,4,13,1986,3,PP,M,22,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-04-13
11512,5,11,1986,3,PP,F,23,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-05-11
11587,6,5,1986,3,PP,F,22,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-06-05
11590,6,5,1986,3,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-06-05
11601,6,5,1986,3,PP,M,21,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-06-05
11623,6,5,1986,3,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-06-05
11712,7,4,1986,3,PP,F,21,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-07-04
11727,7,4,1986,3,PP,F,22,20,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-07-04
11728,7,4,1986,3,PP,F,22,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-07-04
11780,8,10,1986,3,PP,F,23,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-08-10
11785,8,10,1986,3,PP,F,23,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-08-10
11850,9,7,1986,3,PP,F,20,21,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-09-07
11865,9,7,1986,3,PP,F,23,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-09-07
11881,9,7,1986,3,PP,F,22,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1986-09-07
12693,4,26,1987,3,PP,F,20,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-04-26
12711,4,26,1987,3,PP,M,19,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-04-26
12716,4,26,1987,3,PP,F,24,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-04-26
12840,5,28,1987,3,PP,M,21,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-05-28
12963,7,1,1987,3,PP,F,23,24,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-07-01
12974,7,1,1987,3,PP,F,23,23,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-07-01
13026,7,1,1987,3,PP,M,22,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-07-01
13179,7,26,1987,3,PP,M,22,11,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-07-26
13272,8,26,1987,3,PP,F,22,20,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-08-26
13280,8,26,1987,3,PP,F,21,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-08-26
13306,8,26,1987,3,PP,F,24,20,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-08-26
13317,8,26,1987,3,PP,F,21,15,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-08-26
13339,8,26,1987,3,PP,M,22,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-08-26
13416,9,27,1987,3,PP,F,22,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-09-27
13421,9,27,1987,3,PP,M,23,21,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-09-27
13485,9,27,1987,3,PP,M,23,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1987-09-27
14267,3,21,1988,3,PP,M,22,20,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-03-21
14412,4,19,1988,3,PP,M,22,21,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-04-19
14449,4,19,1988,3,PP,M,23,22,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-04-19
14490,5,15,1988,3,PP,M,24,22,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-05-15
14511,5,15,1988,3,PP,F,24,24,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-05-15
14526,5,15,1988,3,PP,M,21,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-05-15
14601,6,12,1988,3,PP,F,22,23,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-06-12
14604,6,12,1988,3,PP,M,23,22,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-06-12
14650,6,12,1988,3,PP,F,24,13,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-06-12
14716,7,15,1988,3,PP,F,24,22,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-07-15
14732,7,15,1988,3,PP,M,24,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-07-15
14792,8,10,1988,3,PP,F,22,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-08-10
14808,8,10,1988,3,PP,F,24,12,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-08-10
14821,8,10,1988,3,PP,F,22,12,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-08-10
14824,8,10,1988,3,PP,M,22,9,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-08-10
14838,8,10,1988,3,PP,M,24,21,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-08-10
14850,8,10,1988,3,PP,M,22,11,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-08-10
14888,9,12,1988,3,PP,M,22,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-09-12
14982,10,9,1988,3,PP,M,22,15,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1988-10-09
15841,4,1,1989,3,PP,M,22,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1989-04-01
15866,4,1,1989,3,PP,M,23,22,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1989-04-01
15868,4,1,1989,3,PP,M,25,24,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1989-04-01
16367,7,30,1989,3,PP,M,20,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1989-07-30
16388,7,30,1989,3,PP,F,23,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1989-07-30
16464,9,4,1989,3,PP,F,21,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1989-09-04
16482,9,4,1989,3,PP,M,22,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1989-09-04
16524,10,7,1989,3,PP,M,22,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1989-10-07
16707,11,5,1989,3,PP,M,20,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1989-11-05
16720,11,5,1989,3,PP,M,22,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1989-11-05
17439,4,26,1990,3,PP,F,22,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1990-04-26
17561,5,25,1990,3,PP,F,21,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1990-05-25
17644,6,22,1990,3,PP,F,22,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1990-06-22
17699,7,22,1990,3,PP,M,24,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1990-07-22
17771,8,17,1990,3,PP,M,22,20,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1990-08-17
17942,10,16,1990,3,PP,F,22,13,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1990-10-16
18601,4,21,1991,3,PP,M,23,23,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-04-21
18685,5,14,1991,3,PP,M,20,24,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-05-14
18723,5,14,1991,3,PP,F,20,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-05-14
18725,5,14,1991,3,PP,F,21,28,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-05-14
18901,7,13,1991,3,PP,F,19,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-07-13
18965,8,8,1991,3,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-08-08
19001,8,8,1991,3,PP,F,21,10,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-08-08
19009,8,8,1991,3,PP,F,22,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-08-08
19050,9,10,1991,3,PP,F,24,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-09-10
19057,9,10,1991,3,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-09-10
19147,10,11,1991,3,PP,F,16,28,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-10-11
19148,10,11,1991,3,PP,F,16,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-10-11
19177,10,11,1991,3,PP,F,21,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-10-11
19178,10,11,1991,3,PP,F,21,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-10-11
19276,11,14,1991,3,PP,F,26,27,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1991-11-14
19596,1,9,1992,3,PP,M,20,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-01-09
19695,2,7,1992,3,PP,M,22,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-02-07
19701,2,7,1992,3,PP,F,21,12,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-02-07
19763,3,7,1992,3,PP,M,23,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-03-07
19810,3,7,1992,3,PP,F,22,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-03-07
19930,4,5,1992,3,PP,F,22,20,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-04-05
19932,4,5,1992,3,PP,F,22,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-04-05
20001,5,3,1992,3,PP,F,23,26,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-05-03
20077,5,31,1992,3,PP,F,16,22,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-05-31
20117,7,4,1992,3,PP,M,21,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-07-04
20147,7,4,1992,3,PP,F,21,22,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-07-04
20216,7,31,1992,3,PP,F,21,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-07-31
20223,7,31,1992,3,PP,M,22,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-07-31
20232,7,31,1992,3,PP,F,21,13,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-07-31
20235,7,31,1992,3,PP,M,21,12,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-07-31
20291,8,30,1992,3,PP,M,21,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-08-30
20307,8,30,1992,3,PP,F,22,22,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-08-30
20324,8,30,1992,3,PP,M,21,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-08-30
20378,9,27,1992,3,PP,M,22,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-09-27
20385,9,27,1992,3,PP,F,22,22,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-09-27
20477,10,19,1992,3,PP,M,21,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1992-10-19
20819,4,24,1993,3,PP,F,25,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1993-04-24
20867,5,23,1993,3,PP,M,26,22,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1993-05-23
20931,6,19,1993,3,PP,F,22,22,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1993-06-19
20936,6,19,1993,3,PP,F,21,11,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1993-06-19
20943,6,19,1993,3,PP,M,21,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1993-06-19
20956,6,19,1993,3,PP,F,20,10,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1993-06-19
21004,7,15,1993,3,PP,F,21,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1993-07-15
21065,8,20,1993,3,PP,F,23,21,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1993-08-20
21128,9,17,1993,3,PP,F,17,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1993-09-17
21205,10,16,1993,3,PP,F,20,12,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1993-10-16
21526,4,11,1994,3,PP,M,21,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-04-11
21583,5,19,1994,3,PP,F,26,21,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-05-19
21642,6,15,1994,3,PP,M,22,18,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-06-15
21648,6,15,1994,3,PP,M,21,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-06-15
21683,7,9,1994,3,PP,M,23,20,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-07-09
21732,8,18,1994,3,PP,M,22,11,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-08-18
21733,8,18,1994,3,PP,F,24,24,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-08-18
21742,8,18,1994,3,PP,M,22,11,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-08-18
21781,9,7,1994,3,PP,F,24,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-09-07
21784,9,7,1994,3,PP,F,23,20,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-09-07
21795,9,7,1994,3,PP,M,22,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-09-07
21845,10,13,1994,3,PP,F,22,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-10-13
21847,10,13,1994,3,PP,F,23,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-10-13
21859,10,13,1994,3,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1994-10-13
22194,4,2,1995,3,PP,M,22,21,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-04-02
22255,4,30,1995,3,PP,M,22,20,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-04-30
22257,4,30,1995,3,PP,F,24,22,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-04-30
22320,6,8,1995,3,PP,F,21,9,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-06-08
22343,6,8,1995,3,PP,F,23,22,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-06-08
22393,6,28,1995,3,PP,F,23,21,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-06-28
22401,6,28,1995,3,PP,M,23,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-06-28
22408,6,28,1995,3,PP,F,22,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-06-28
22428,6,28,1995,3,PP,F,23,24,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-06-28
22500,7,21,1995,3,PP,M,13,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-07-21
22517,7,21,1995,3,PP,M,21,20,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-07-21
22521,7,21,1995,3,PP,F,22,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-07-21
22523,7,21,1995,3,PP,F,21,12,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-07-21
22524,7,21,1995,3,PP,F,21,20,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-07-21
22534,7,21,1995,3,PP,M,20,13,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-07-21
22585,8,27,1995,3,PP,F,23,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-08-27
22592,8,27,1995,3,PP,F,23,19,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-08-27
22598,8,27,1995,3,PP,F,23,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-08-27
22604,8,27,1995,3,PP,F,23,20,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-08-27
22617,8,27,1995,3,PP,M,23,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,1995-08-27
